accuracy,precision,recall,predicted tile,total size
0.745,0.3333333333333333,0.3076923076923077,4.875,1.418916940689087
0.91,0.7619047619047619,0.8,5.0,1.6460049152374268
0.905,0.84375,0.6585365853658537,5.125,1.764526128768921
0.87,0.75,0.5714285714285714,5.25,1.7340087890625
0.905,0.875,0.6511627906976745,5.375,1.6660091876983643
0.855,0.6944444444444444,0.5813953488372093,5.375,1.5008141994476318
0.94,1.0,0.7272727272727273,5.5,1.4310097694396973
0.95,0.925,0.8409090909090909,5.5,1.4710044860839844
0.95,0.8541666666666666,0.9318181818181818,5.5,1.4226815700531006
0.88,0.7380952380952381,0.7045454545454546,5.5,1.453934907913208
0.935,0.8478260869565217,0.8666666666666667,5.625,1.6259651184082031
0.79,0.55,0.4782608695652174,5.75,1.8800134658813477
0.775,0.5833333333333334,0.14893617021276595,5.875,1.6000049114227295
0.76,0.5,0.5,6.0,1.6240172386169434
0.805,0.6388888888888888,0.46938775510204084,6.125,1.819000005722046
