accuracy,precision,recall,predicted tile,total size
0.735,0.1111111111111111,0.05128205128205128,4.875,1.2537732124328613
0.92,0.9615384615384616,0.625,5.0,1.3994884490966797
0.8,0.5,0.2,5.0,1.5779023170471191
0.67,0.12121212121212122,0.0975609756097561,5.125,1.503000020980835
0.72,0.3055555555555556,0.2619047619047619,5.25,1.4618654251098633
0.855,0.6666666666666666,0.6511627906976745,5.375,1.3039319515228271
0.9,0.8,0.7272727272727273,5.5,1.2410953044891357
0.975,0.9347826086956522,0.9555555555555556,5.625,1.255849838256836
0.835,0.7,0.4666666666666667,5.625,1.3442964553833008
0.82,0.75,0.32608695652173914,5.75,1.2890284061431885
0.885,1.0,0.5106382978723404,5.875,1.3618576526641846
0.695,0.25,0.14893617021276595,5.875,1.565000295639038
0.74,0.4411764705882353,0.3125,6.0,1.3460087776184082
0.775,0.5416666666666666,0.5306122448979592,6.125,1.334749698638916
0.78,0.625,0.3,6.25,1.5448424816131592
