accuracy,precision,recall,predicted tile,total size
0.825,0.6111111111111112,0.28205128205128205,4.875,2.78897762298584
0.85,0.8571428571428571,0.3,5.0,3.2330946922302246
0.945,1.0,0.717948717948718,4.875,3.3370165824890137
0.965,1.0,0.8205128205128205,4.875,3.244020462036133
0.925,1.0,0.6153846153846154,4.875,2.9373066425323486
0.805,0.5,0.41025641025641024,4.875,2.7219996452331543
0.93,1.0,0.65,5.0,2.6323297023773193
0.85,0.6470588235294118,0.55,5.0,2.7601912021636963
0.875,0.7857142857142857,0.5365853658536586,5.125,2.784024238586426
0.89,0.8571428571428571,0.5714285714285714,5.25,2.8465240001678467
0.92,0.9642857142857143,0.6428571428571429,5.25,3.335530996322632
0.65,0.0625,0.047619047619047616,5.25,3.3885281085968018
0.945,1.0,0.7441860465116279,5.375,2.850491523742676
0.945,1.0,0.7441860465116279,5.375,3.041194438934326
0.905,1.0,0.5581395348837209,5.375,3.523983955383301
