accuracy,precision,recall,predicted tile,total size
0.685,0.18421052631578946,0.1794871794871795,4.875,1.9272735118865967
0.92,0.7608695652173914,0.875,5.0,2.2329981327056885
0.845,0.631578947368421,0.5853658536585366,5.125,2.3448688983917236
0.89,0.8571428571428571,0.5714285714285714,5.25,2.2435238361358643
0.89,0.8571428571428571,0.5714285714285714,5.25,2.1570096015930176
0.87,0.7,0.6666666666666666,5.25,2.0152831077575684
0.895,0.75,0.7674418604651163,5.375,1.9600090980529785
0.9,0.9615384615384616,0.5681818181818182,5.5,1.9150197505950928
0.85,0.71875,0.5227272727272727,5.5,2.010030508041382
0.855,0.7222222222222222,0.5777777777777777,5.625,2.0050065517425537
0.92,1.0,0.6521739130434783,5.75,2.383972644805908
0.99,0.9583333333333334,1.0,5.75,2.4064295291900635
0.96,0.9523809523809523,0.8695652173913043,5.75,2.0610134601593018
0.95,1.0,0.782608695652174,5.75,2.170734167098999
0.98,0.9375,0.9782608695652174,5.75,2.3940179347991943
