accuracy,precision,recall,predicted tile,total size
0.775,0.42857142857142855,0.46153846153846156,4.875,1.8933534622192383
0.79,0.46153846153846156,0.3,5.0,2.191107749938965
0.805,0.5357142857142857,0.36585365853658536,5.125,2.341909170150757
0.75,0.2777777777777778,0.11904761904761904,5.25,2.209975481033325
0.785,0,0.0,5.375,2.1550188064575195
0.84,0.6428571428571429,0.6136363636363636,5.5,1.904646635055542
0.945,0.9047619047619048,0.8444444444444444,5.625,1.8990001678466797
0.985,0.9375,1.0,5.625,1.8420252799987793
0.905,0.7708333333333334,0.8222222222222222,5.625,1.933018445968628
0.88,0.7619047619047619,0.6956521739130435,5.75,1.9290082454681396
0.755,0.47368421052631576,0.3829787234042553,5.875,2.2939953804016113
0.75,0.4791666666666667,0.4791666666666667,6.0,2.315012216567993
0.735,0.4583333333333333,0.4489795918367347,6.125,1.979017972946167
0.73,0.4583333333333333,0.44,6.25,2.1030173301696777
0.825,0.7352941176470589,0.49019607843137253,6.375,2.326016902923584
