accuracy,precision,recall,predicted tile,total size
0.885,0.8333333333333334,0.5128205128205128,4.875,1.447336196899414
0.885,0.9047619047619048,0.475,5.0,1.1356396675109863
0.89,0.8148148148148148,0.5641025641025641,4.875,1.3522768020629883
0.76,0.39473684210526316,0.375,5.0,1.4507029056549072
0.735,0.3695652173913043,0.4146341463414634,5.125,1.3578004837036133
0.84,0.6470588235294118,0.5238095238095238,5.25,1.3561182022094727
0.815,0.6153846153846154,0.37209302325581395,5.375,1.4186904430389404
0.8,0.625,0.22727272727272727,5.5,1.2719993591308594
0.675,0.2222222222222222,0.17777777777777778,5.625,1.2288296222686768
0.68,0.0,0.0,5.75,1.246997594833374
0.835,0.6666666666666666,0.5957446808510638,5.875,1.4580004215240479
0.93,0.9722222222222222,0.7291666666666666,6.0,1.494659662246704
0.92,1.0,0.6666666666666666,6.0,1.4790594577789307
0.92,1.0,0.6666666666666666,6.0,1.573437213897705
0.92,1.0,0.6666666666666666,6.0,1.6079339981079102
0.92,1.0,0.6666666666666666,6.0,1.4258098602294922
0.94,0.95,0.7916666666666666,6.0,1.4799103736877441
