accuracy,precision,recall,predicted tile,total size
0.665,0.1111111111111111,0.10256410256410256,4.875,2.1626062393188477
0.93,0.782608695652174,0.9,5.0,2.5011067390441895
0.855,0.6764705882352942,0.5609756097560976,5.125,2.5473194122314453
0.95,0.9210526315789473,0.8333333333333334,5.25,2.4672253131866455
0.87,0.7352941176470589,0.5952380952380952,5.25,2.3240175247192383
0.785,0.5,0.3488372093023256,5.375,2.1890182495117188
0.685,0.22857142857142856,0.18181818181818182,5.5,2.1910510063171387
0.69,0.24242424242424243,0.17777777777777778,5.625,2.165053367614746
0.84,0.7333333333333333,0.4782608695652174,5.75,2.2530112266540527
0.835,0.6666666666666666,0.5957446808510638,5.875,2.2241973876953125
0.89,0.8611111111111112,0.6458333333333334,6.0,2.552039384841919
0.9,0.9666666666666667,0.6041666666666666,6.0,2.7401206493377686
0.9,0.9666666666666667,0.6041666666666666,6.0,2.26300311088562
0.98,0.9583333333333334,0.9583333333333334,6.0,2.3491904735565186
0.97,1.0,0.875,6.0,2.6478610038757324
