accuracy,precision,recall,predicted tile,total size
0.9,0.88,0.5641025641025641,4.875,1.8390111923217773
0.665,0.0,0.0,4.875,1.955383062362671
0.745,0.21052631578947367,0.1,5.0,2.464792013168335
0.765,0.35,0.17073170731707318,5.125,2.430333137512207
0.695,0.047619047619047616,0.023809523809523808,5.25,2.218029022216797
0.745,0.36666666666666664,0.2558139534883721,5.375,2.274961233139038
0.85,0.8181818181818182,0.4090909090909091,5.5,2.242739677429199
0.825,0.75,0.3333333333333333,5.625,2.0600368976593018
0.73,0.25,0.08695652173913043,5.75,2.078059673309326
0.655,0.17647058823529413,0.1276595744680851,5.875,2.2803547382354736
0.66,0.23684210526315788,0.1875,6.0,2.509028673171997
0.725,0.4166666666666667,0.30612244897959184,6.125,2.510004758834839
0.92,1.0,0.68,6.25,2.6835410594940186
0.94,0.9523809523809523,0.8,6.25,2.7539992332458496
0.84,1.0,0.36,6.25,2.641030788421631
0.775,0.5909090909090909,0.2653061224489796,6.125,2.480009078979492
0.8,0.7272727272727273,0.32,6.25,2.760030508041382
