accuracy,precision,recall,predicted tile,total size
0.795,0.47058823529411764,0.41025641025641024,4.875,2.2210183143615723
0.91,0.7894736842105263,0.75,5.0,2.5970096588134766
0.845,0.65625,0.5121951219512195,5.125,2.612192392349243
0.82,0.59375,0.4523809523809524,5.25,2.5403060913085938
0.75,0.37037037037037035,0.23255813953488372,5.375,2.3860177993774414
0.695,0.0,0.0,5.5,2.2410199642181396
0.715,0.07142857142857142,0.022222222222222223,5.625,2.244008779525757
0.78,0.5333333333333333,0.34782608695652173,5.75,2.208009958267212
0.845,0.7222222222222222,0.5531914893617021,5.875,2.3320188522338867
0.83,0.7333333333333333,0.4583333333333333,6.0,2.331008195877075
0.865,1.0,0.4489795918367347,6.125,2.618523120880127
0.87,1.0,0.4583333333333333,6.0,2.7921090126037598
0.925,1.0,0.6808510638297872,5.875,2.3080191612243652
0.905,1.0,0.5957446808510638,5.875,2.438537120819092
0.925,1.0,0.6808510638297872,5.875,2.7591423988342285
