accuracy,precision,recall,predicted tile,total size
0.835,0.65,0.3333333333333333,4.875,2.2340190410614014
0.86,0.75,0.45,5.0,2.3941261768341064
0.775,0.3888888888888889,0.17073170731707318,5.125,2.930938243865967
0.69,0.11538461538461539,0.07142857142857142,5.25,2.8700265884399414
0.765,0.42857142857142855,0.27906976744186046,5.375,2.5600473880767822
0.71,0.1111111111111111,0.045454545454545456,5.5,2.6150810718536377
0.695,0.13636363636363635,0.06666666666666667,5.625,2.670018434524536
0.85,0.7105263157894737,0.5869565217391305,5.75,2.4303855895996094
0.925,1.0,0.6808510638297872,5.875,2.465026617050171
0.925,1.0,0.6808510638297872,5.875,2.763807535171509
0.925,1.0,0.6808510638297872,5.875,3.085017681121826
0.925,1.0,0.6808510638297872,5.875,3.074685573577881
0.925,1.0,0.6808510638297872,5.875,3.2300682067871094
0.905,1.0,0.5957446808510638,5.875,3.337019205093384
0.785,0.625,0.2127659574468085,5.875,3.1300084590911865
0.92,1.0,0.6666666666666666,6.0,2.9593076705932617
0.93,1.0,0.7083333333333334,6.0,3.394976854324341
