accuracy,precision,recall,predicted tile,total size
0.885,0.9444444444444444,0.4358974358974359,4.875,1.355137825012207
0.92,0.8666666666666667,0.6842105263157895,4.75,1.2414538860321045
0.91,0.8125,0.6842105263157895,4.75,1.5028867721557617
0.895,0.95,0.48717948717948717,4.875,1.6581501960754395
0.8,0.375,0.07894736842105263,4.75,1.5080196857452393
0.825,0.5833333333333334,0.358974358974359,4.875,1.5161223411560059
0.75,0.3333333333333333,0.25,5.0,1.5576069355010986
0.775,0.4,0.1951219512195122,5.125,1.3580074310302734
0.87,0.7857142857142857,0.5238095238095238,5.25,1.3277854919433594
0.825,0.7222222222222222,0.3023255813953488,5.375,1.36789870262146
0.7,0.0,0.0,5.5,1.6160094738006592
0.685,0.17857142857142858,0.1111111111111111,5.625,1.6412887573242188
0.9,0.9642857142857143,0.5869565217391305,5.75,1.6100187301635742
0.76,0.4782608695652174,0.4782608695652174,5.75,1.7362921237945557
0.905,1.0,0.5957446808510638,5.875,1.7250101566314697
0.925,1.0,0.6808510638297872,5.875,1.5860567092895508
0.915,1.0,0.6382978723404256,5.875,1.6987767219543457
