accuracy,precision,recall,predicted tile,total size
0.895,0.725,0.7435897435897436,4.875,3.369889974594116
0.82,0.6,0.3,5.0,3.235069513320923
0.77,0.35294117647058826,0.14634146341463414,5.125,2.4324376583099365
0.78,0.45454545454545453,0.23809523809523808,5.25,2.399874448776245
0.675,0.21052631578947367,0.18604651162790697,5.375,2.5999209880828857
0.76,0.4444444444444444,0.36363636363636365,5.5,2.599241018295288
0.775,0,0.0,5.625,2.754920721054077
0.81,0.5952380952380952,0.5434782608695652,5.75,3.0382015705108643
0.945,0.875,0.8936170212765957,5.875,3.7846410274505615
