accuracy,precision,recall,predicted tile,total size
0.765,0.3,0.15384615384615385,4.875,2.0451443195343018
0.835,0.6842105263157895,0.325,5.0,2.410313606262207
0.885,0.9090909090909091,0.4878048780487805,5.125,2.4682865142822266
0.93,0.90625,0.725,5.0,2.3767430782318115
0.94,1.0,0.7,5.0,2.241370916366577
0.89,0.9090909090909091,0.5,5.0,2.1153976917266846
0.9,1.0,0.5,5.0,2.0970160961151123
0.775,0.43243243243243246,0.4,5.0,1.9839999675750732
0.875,0.6818181818181818,0.7317073170731707,5.125,2.0900352001190186
0.87,0.7666666666666667,0.5476190476190477,5.25,2.1240129470825195
0.775,0.4166666666666667,0.11627906976744186,5.375,2.4720096588134766
0.81,0.59375,0.4318181818181818,5.5,2.5981459617614746
0.785,0.5833333333333334,0.15555555555555556,5.625,2.1730268001556396
0.77,0.5,0.13043478260869565,5.75,2.276909589767456
0.765,0.5,0.2978723404255319,5.875,2.585017681121826
