accuracy,precision,recall,predicted tile,total size
0.78,0.3333333333333333,0.1282051282051282,4.875,1.5781505107879639
0.61,0.0,0.0,5.0,1.7950191497802734
0.925,0.8421052631578947,0.7804878048780488,5.125,1.8820233345031738
0.88,0.8,0.5714285714285714,5.25,1.824009895324707
0.855,0.6521739130434783,0.6976744186046512,5.375,1.7702112197875977
0.91,0.90625,0.6590909090909091,5.5,1.669945478439331
0.78,0.5,0.2727272727272727,5.5,1.5999131202697754
0.905,0.8823529411764706,0.6666666666666666,5.625,1.5838370323181152
0.68,0.0,0.0,5.625,1.6410367488861084
0.79,0.5555555555555556,0.43478260869565216,5.75,1.6454133987426758
0.915,0.8571428571428571,0.7659574468085106,5.875,1.7714042663574219
0.765,0.5,0.2553191489361702,5.875,2.005006790161133
0.84,1.0,0.3333333333333333,6.0,1.7060136795043945
0.905,1.0,0.5957446808510638,5.875,1.7836015224456787
0.845,0.9,0.3829787234042553,5.875,1.9436008930206299
