accuracy,precision,recall,predicted tile,total size
0.815,0.5454545454545454,0.3076923076923077,4.875,2.300022602081299
0.81,0.5357142857142857,0.375,5.0,2.6690192222595215
0.735,0.3333333333333333,0.2926829268292683,5.125,2.678082227706909
0.76,0.4,0.2857142857142857,5.25,2.6088409423828125
0.855,0.7916666666666666,0.4418604651162791,5.375,2.4550275802612305
0.7,0.05555555555555555,0.022727272727272728,5.5,2.2730085849761963
0.895,0.9285714285714286,0.5777777777777777,5.625,2.273027181625366
0.745,0.39285714285714285,0.24444444444444444,5.625,2.2470474243164062
0.74,0.0,0.0,5.75,2.376779794692993
0.735,0.2857142857142857,0.0851063829787234,5.875,2.356030225753784
0.8,0.6666666666666666,0.3333333333333333,6.0,2.670032501220703
0.705,0.14285714285714285,0.04081632653061224,6.125,2.8437952995300293
0.73,0.0,0.0,6.25,2.3630106449127197
0.685,0.25,0.11764705882352941,6.375,2.486966133117676
0.84,0.9166666666666666,0.4230769230769231,6.5,2.802994966506958
