accuracy,precision,recall,predicted tile,total size
0.825,0.5666666666666667,0.4358974358974359,4.875,3.1552541255950928
0.93,0.9642857142857143,0.675,5.0,3.5410690307617188
0.96,1.0,0.8,5.0,4.0260419845581055
