accuracy,precision,recall,predicted tile,total size
0.81,0.5217391304347826,0.3076923076923077,4.875,1.8817071914672852
0.76,0.3333333333333333,0.2,5.0,2.0129590034484863
0.805,0.5416666666666666,0.3170731707317073,5.125,2.513000726699829
0.88,0.875,0.5,5.25,2.478010892868042
0.86,0.7916666666666666,0.4523809523809524,5.25,2.263568162918091
0.725,0.25,0.13953488372093023,5.375,2.3159615993499756
0.9,1.0,0.5454545454545454,5.5,2.2780001163482666
0.9,1.0,0.5454545454545454,5.5,2.11785888671875
0.66,0.0,0.0,5.5,2.111442804336548
0.68,0.047619047619047616,0.022222222222222223,5.625,2.3303351402282715
0.67,0.0,0.0,5.75,2.5920844078063965
0.645,0.0,0.0,5.875,2.6172776222229004
0.645,0.0,0.0,6.0,2.7319400310516357
0.675,0.0,0.0,6.125,2.9863951206207275
0.67,0.0,0.0,6.25,2.6760377883911133
0.675,0.0625,0.0196078431372549,6.375,2.539280891418457
0.67,0.0625,0.019230769230769232,6.5,2.818467140197754
