accuracy,precision,recall,predicted tile,total size
0.825,0.5714285714285714,0.41025641025641024,4.875,2.9538683891296387
0.9,0.7380952380952381,0.775,5.0,3.4229421615600586
0.875,0.75,0.5853658536585366,5.125,3.5727391242980957
0.95,0.8478260869565217,0.9285714285714286,5.25,3.413001775741577
0.975,0.8958333333333334,1.0,5.375,3.059746742248535
0.975,0.8958333333333334,1.0,5.375,2.820000410079956
0.935,0.8409090909090909,0.8604651162790697,5.375,2.769179105758667
0.74,0.35714285714285715,0.22727272727272727,5.5,2.942016363143921
0.855,0.75,0.5333333333333333,5.625,2.915156364440918
0.86,0.8,0.5217391304347826,5.75,2.9770193099975586
0.925,0.8636363636363636,0.8085106382978723,5.875,3.4679720401763916
0.905,0.868421052631579,0.7021276595744681,5.875,3.5573081970214844
0.915,0.8947368421052632,0.723404255319149,5.875,3.0326473712921143
0.975,0.9565217391304348,0.9361702127659575,5.875,3.198017120361328
0.975,0.9565217391304348,0.9361702127659575,5.875,3.8070027828216553
