accuracy,precision,recall,predicted tile,total size
0.735,0.15,0.07692307692307693,4.875,1.6630175113677979
0.88,0.8333333333333334,0.5,5.0,1.8912835121154785
0.775,0.45,0.43902439024390244,5.125,1.9920299053192139
0.81,0.5625,0.42857142857142855,5.25,1.9440088272094727
0.71,0.17391304347826086,0.09302325581395349,5.375,1.8608424663543701
0.69,0.0,0.0,5.5,1.755035638809204
0.695,0.19230769230769232,0.1111111111111111,5.625,1.706007480621338
0.69,0.13636363636363635,0.06521739130434782,5.75,1.6740288734436035
0.835,0.7058823529411765,0.5106382978723404,5.875,1.6697475910186768
0.78,0.5625,0.375,6.0,1.7199995517730713
0.915,0.8809523809523809,0.7551020408163265,6.125,1.9138634204864502
0.815,1.0,0.24489795918367346,6.125,2.070010185241699
0.87,0.9583333333333334,0.4791666666666667,6.0,1.7569999694824219
0.885,1.0,0.5106382978723404,5.875,1.841008186340332
0.905,0.9117647058823529,0.6595744680851063,5.875,1.9990167617797852
