accuracy,precision,recall,predicted tile,total size
0.975,0.9473684210526315,0.9230769230769231,4.875,2.402193307876587
0.915,0.9230769230769231,0.6153846153846154,4.875,2.589259147644043
0.905,0.8125,0.6666666666666666,4.875,3.232027053833008
0.94,0.9375,0.75,5.0,3.1290123462677
0.85,0.6785714285714286,0.475,5.0,2.877020835876465
0.885,0.7368421052631579,0.6829268292682927,5.125,3.0070433616638184
0.93,0.868421052631579,0.7857142857142857,5.25,2.9500181674957275
0.84,0.6666666666666666,0.47619047619047616,5.25,2.6871774196624756
0.77,0.43478260869565216,0.23255813953488372,5.375,2.666023015975952
0.9,1.0,0.5454545454545454,5.5,3.03403639793396
0.94,1.0,0.7272727272727273,5.5,3.4759790897369385
0.92,1.0,0.6363636363636364,5.5,3.5720410346984863
0.76,0.4166666666666667,0.22727272727272727,5.5,3.7559597492218018
0.755,0.4,0.17777777777777778,5.625,4.541308164596558
0.84,0.75,0.45652173913043476,5.75,3.5020365715026855
0.845,0.7857142857142857,0.46808510638297873,5.875,3.4207451343536377
0.92,1.0,0.6666666666666666,6.0,4.043511390686035
