accuracy,precision,recall,predicted tile,total size
0.685,0.18421052631578946,0.1794871794871795,4.875,1.9964680671691895
0.87,0.675,0.675,5.0,2.3210020065307617
0.735,0.25,0.14634146341463414,5.125,2.4150285720825195
0.89,0.75,0.7142857142857143,5.25,2.2869956493377686
0.885,0.8333333333333334,0.5813953488372093,5.375,2.2002220153808594
0.57,0.0,0.0,5.5,2.053006887435913
0.775,0.5,0.4666666666666667,5.625,2.0416946411132812
0.79,0.6111111111111112,0.2391304347826087,5.75,1.9630091190338135
0.695,0.26666666666666666,0.1702127659574468,5.875,2.0561437606811523
0.74,0.4473684210526316,0.3541666666666667,6.0,2.069000005722046
0.845,0.875,0.42857142857142855,6.125,2.42564058303833
0.99,0.9791666666666666,0.9791666666666666,6.0,2.531073808670044
0.89,1.0,0.5416666666666666,6.0,2.1460061073303223
0.86,1.0,0.4166666666666667,6.0,2.2330050468444824
0.985,0.9583333333333334,0.9787234042553191,5.875,2.4550180435180664
