accuracy,precision,recall,predicted tile,total size
0.915,0.7619047619047619,0.8205128205128205,4.875,2.536377191543579
0.8,0.5,0.25,5.0,2.96001935005188
0.795,0.5,0.14634146341463414,5.125,3.039269208908081
0.79,0,0.0,5.25,2.949040412902832
0.785,0,0.0,5.375,2.6974990367889404
0.78,0,0.0,5.5,2.519848585128784
0.775,0,0.0,5.625,2.4830002784729004
0.85,0.8636363636363636,0.41304347826086957,5.75,2.5892553329467773
0.835,0.8333333333333334,0.3333333333333333,5.625,2.567418336868286
0.87,1.0,0.43478260869565216,5.75,2.5726277828216553
0.925,0.96875,0.6888888888888889,5.625,3.0904271602630615
0.935,1.0,0.7111111111111111,5.625,3.1194300651550293
0.935,1.0,0.7111111111111111,5.625,2.608027219772339
0.815,0.6666666666666666,0.35555555555555557,5.625,2.7515652179718018
0.87,0.8125,0.5652173913043478,5.75,3.200019359588623
