accuracy,precision,recall,predicted tile,total size
0.955,0.8125,1.0,4.875,1.3350005149841309
0.94,0.7916666666666666,0.95,5.0,1.3249683380126953
0.945,0.8571428571428571,0.8780487804878049,5.125,1.59299635887146
0.855,0.6666666666666666,0.5853658536585366,5.125,1.7699928283691406
0.86,0.6842105263157895,0.6190476190476191,5.25,1.546008825302124
0.795,0.5238095238095238,0.5116279069767442,5.375,1.5709295272827148
0.67,0.13333333333333333,0.09090909090909091,5.5,1.6718688011169434
0.625,0.08333333333333333,0.06666666666666667,5.625,1.4212496280670166
0.94,1.0,0.7391304347826086,5.75,1.3991761207580566
0.93,1.0,0.6956521739130435,5.75,1.4309992790222168
0.93,1.0,0.6956521739130435,5.75,1.6918210983276367
0.93,1.0,0.6956521739130435,5.75,1.7305874824523926
0.93,1.0,0.6956521739130435,5.75,1.7100369930267334
0.93,1.0,0.6956521739130435,5.75,1.8585097789764404
0.91,1.0,0.6086956521739131,5.75,1.8336329460144043
0.77,0,0.0,5.75,1.6902518272399902
0.905,0.9666666666666667,0.6170212765957447,5.875,1.810370922088623
