accuracy,precision,recall,predicted tile,total size
0.795,0.45454545454545453,0.2564102564102564,4.875,2.9052608013153076
0.82,0.6111111111111112,0.275,5.0,3.3693408966064453
0.745,0.3076923076923077,0.1951219512195122,5.125,3.503009080886841
0.8,0.625,0.11904761904761904,5.25,3.3840646743774414
0.785,0,0.0,5.375,3.042302370071411
0.78,0,0.0,5.5,2.801999807357788
0.785,0.6666666666666666,0.08888888888888889,5.625,2.743419885635376
0.82,0.8571428571428571,0.2608695652173913,5.75,2.9142110347747803
0.775,0.5,0.044444444444444446,5.625,2.9130218029022217
0.77,0,0.0,5.75,2.973445415496826
0.765,0,0.0,5.875,3.456418991088867
0.76,0.5,0.08333333333333333,6.0,3.538019895553589
0.765,0.5333333333333333,0.32653061224489793,6.125,2.983121633529663
0.75,0.5,0.12,6.25,3.164442300796509
0.775,0.5789473684210527,0.43137254901960786,6.375,3.597097635269165
