accuracy,precision,recall,predicted tile,total size
0.895,0.7368421052631579,0.717948717948718,4.875,1.3530001640319824
0.96,0.8333333333333334,1.0,5.0,1.4762203693389893
0.905,0.8928571428571429,0.6097560975609756,5.125,1.6389994621276855
0.885,0.75,0.6585365853658537,5.125,1.5912010669708252
0.84,0.7272727272727273,0.38095238095238093,5.25,1.5528199672698975
0.745,0.4166666666666667,0.46511627906976744,5.375,1.4124374389648438
0.92,0.8333333333333334,0.7954545454545454,5.5,1.3408384323120117
0.845,0.9375,0.3333333333333333,5.625,1.371999979019165
0.78,0,0.0,5.5,1.4120078086853027
0.825,0.6785714285714286,0.4222222222222222,5.625,1.3580174446105957
0.91,0.9375,0.6521739130434783,5.75,1.4423041343688965
0.89,1.0,0.5217391304347826,5.75,1.7138049602508545
0.85,1.0,0.34782608695652173,5.75,1.5240089893341064
0.935,1.0,0.7111111111111111,5.625,1.4700186252593994
0.855,0.7666666666666667,0.5111111111111111,5.625,1.6528358459472656
