accuracy,precision,recall,predicted tile,total size
0.795,0.3333333333333333,0.05128205128205128,4.875,2.4820921421051025
0.74,0.16666666666666666,0.075,5.0,2.6602940559387207
0.695,0.08333333333333333,0.04878048780487805,5.125,3.339780807495117
0.7,0.0,0.0,5.25,3.199026346206665
0.785,0,0.0,5.375,3.009995937347412
0.675,0.0,0.0,5.5,3.0349068641662598
0.72,0.13333333333333333,0.044444444444444446,5.625,3.04402494430542
0.71,0.0,0.0,5.75,2.7389442920684814
0.675,0.125,0.06382978723404255,5.875,2.857801675796509
0.715,0.36363636363636365,0.25,6.0,3.0970265865325928
0.805,0.65625,0.42857142857142855,6.125,3.5796875953674316
0.78,0.59375,0.38,6.25,3.6678693294525146
0.805,0.75,0.35294117647058826,6.375,3.9771294593811035
0.9,1.0,0.6153846153846154,6.5,4.044507026672363
0.9,1.0,0.6153846153846154,6.5,3.5724916458129883
0.86,1.0,0.46153846153846156,6.5,3.4934141635894775
