accuracy,precision,recall,predicted tile,total size
0.705,0.23684210526315788,0.23076923076923078,4.875,1.6072909832000732
0.77,0.375,0.225,5.0,1.8557260036468506
0.785,0.46875,0.36585365853658536,5.125,1.9560191631317139
0.84,0.6785714285714286,0.4523809523809524,5.25,1.8900725841522217
0.785,0.5,0.046511627906976744,5.375,1.8489999771118164
0.9,1.0,0.5454545454545454,5.5,1.697922706604004
0.94,1.0,0.7272727272727273,5.5,1.7643213272094727
0.84,1.0,0.2727272727272727,5.5,1.660008430480957
0.865,0.8636363636363636,0.4418604651162791,5.375,1.674884557723999
0.85,0.875,0.3333333333333333,5.25,1.7060086727142334
0.935,0.8181818181818182,0.8780487804878049,5.125,1.8560190200805664
0.84,0.9166666666666666,0.2619047619047619,5.25,2.0528087615966797
0.915,1.0,0.5853658536585366,5.125,1.7040150165557861
0.955,1.0,0.7804878048780488,5.125,1.7870216369628906
0.915,1.0,0.5853658536585366,5.125,1.9680073261260986
