accuracy,precision,recall,predicted tile,total size
0.795,0.4444444444444444,0.20512820512820512,4.875,1.6741206645965576
0.94,0.7916666666666666,0.95,5.0,1.6762263774871826
0.955,0.8333333333333334,0.975609756097561,5.125,2.242011547088623
0.94,0.8125,0.9285714285714286,5.25,2.104555606842041
0.805,1.0,0.09302325581395349,5.375,1.998025894165039
0.71,0.0,0.0,5.25,1.9742918014526367
0.765,0.4090909090909091,0.20930232558139536,5.375,2.0189270973205566
0.705,0.0,0.0,5.5,1.8320095539093018
0.765,0.3333333333333333,0.044444444444444446,5.625,1.7770123481750488
0.73,0.40476190476190477,0.3695652173913043,5.75,1.8543634414672852
0.815,0.6190476190476191,0.5531914893617021,5.875,2.174018144607544
0.82,1.0,0.25,6.0,2.242030382156372
0.965,0.9166666666666666,0.9361702127659575,5.875,2.311656951904297
0.975,0.9375,0.9574468085106383,5.875,2.4103221893310547
0.945,0.875,0.8936170212765957,5.875,2.3499128818511963
0.945,0.875,0.8936170212765957,5.875,2.121999740600586
0.995,0.9791666666666666,1.0,5.875,2.3588764667510986
