accuracy,precision,recall,predicted tile,total size
0.76,0.32,0.20512820512820512,4.875,2.6745572090148926
0.86,0.7727272727272727,0.425,5.0,2.710512161254883
0.845,0.7083333333333334,0.4146341463414634,5.125,2.958467960357666
0.715,0.17391304347826086,0.09523809523809523,5.25,3.1799209117889404
0.865,0.8333333333333334,0.46511627906976744,5.375,3.0433666706085205
0.78,0,0.0,5.5,3.062049388885498
0.795,1.0,0.08888888888888889,5.625,3.5229849815368652
0.94,1.0,0.7272727272727273,5.5,4.137982368469238
