accuracy,precision,recall,predicted tile,total size
0.965,1.0,0.8205128205128205,4.875,1.2677686214447021
0.965,1.0,0.8205128205128205,4.875,1.1348669528961182
0.945,0.9375,0.7692307692307693,4.875,1.3660178184509277
0.945,0.8043478260869565,0.9487179487179487,4.875,1.5150086879730225
0.96,0.8333333333333334,1.0,5.0,1.3851776123046875
0.845,0.6041666666666666,0.7073170731707317,5.125,1.3529999256134033
0.88,0.7142857142857143,0.7142857142857143,5.25,1.450021505355835
0.945,1.0,0.7441860465116279,5.375,1.274017572402954
0.945,1.0,0.7441860465116279,5.375,1.2293305397033691
0.945,1.0,0.7441860465116279,5.375,1.2419545650482178
0.945,1.0,0.7441860465116279,5.375,1.4940102100372314
0.945,1.0,0.7441860465116279,5.375,1.5251412391662598
0.945,1.0,0.7441860465116279,5.375,1.5050115585327148
0.945,1.0,0.7441860465116279,5.375,1.66904878616333
0.945,1.0,0.7441860465116279,5.375,1.6523571014404297
0.945,1.0,0.7441860465116279,5.375,1.446887493133545
0.975,0.9318181818181818,0.9534883720930233,5.375,1.5218820571899414
