accuracy,precision,recall,predicted tile,total size
0.805,0.5,0.15384615384615385,4.875,2.778841257095337
0.65,0.0,0.0,5.0,3.1560251712799072
0.905,0.775,0.7560975609756098,5.125,3.3180484771728516
0.94,0.8125,0.9285714285714286,5.25,3.1542510986328125
0.965,0.95,0.8837209302325582,5.375,2.842019557952881
0.945,1.0,0.7441860465116279,5.375,2.64500093460083
0.885,0.9166666666666666,0.5116279069767442,5.375,2.55515718460083
0.855,0.7916666666666666,0.4418604651162791,5.375,2.7172179222106934
0.91,0.8095238095238095,0.7727272727272727,5.5,2.6879501342773438
0.795,0.5666666666666667,0.37777777777777777,5.625,2.7920169830322266
0.95,0.875,0.9130434782608695,5.75,3.217339038848877
0.83,1.0,0.2608695652173913,5.75,3.3690288066864014
0.855,0.9,0.4,5.625,2.80419659614563
0.9,0.9285714285714286,0.5909090909090909,5.5,2.9758853912353516
0.94,1.0,0.7272727272727273,5.5,3.4240169525146484
