accuracy,precision,recall,predicted tile,total size
0.965,0.9444444444444444,0.8717948717948718,4.875,2.3010244369506836
0.935,0.8611111111111112,0.7948717948717948,4.875,2.3320276737213135
0.895,0.78125,0.6410256410256411,4.875,2.8467824459075928
0.95,0.96875,0.775,5.0,2.8020427227020264
0.88,0.75,0.6,5.0,2.7170560359954834
0.875,0.7222222222222222,0.6341463414634146,5.125,2.522233247756958
0.83,0.6428571428571429,0.42857142857142855,5.25,2.6009724140167236
0.945,1.0,0.7441860465116279,5.375,2.4033255577087402
0.945,1.0,0.7441860465116279,5.375,2.4082887172698975
0.915,0.9642857142857143,0.627906976744186,5.375,2.68892240524292
0.665,0.21428571428571427,0.20930232558139536,5.375,3.012805223464966
0.68,0.23684210526315788,0.20454545454545456,5.5,2.9802448749542236
0.935,1.0,0.7111111111111111,5.625,3.1680917739868164
0.935,1.0,0.7111111111111111,5.625,3.267026662826538
0.935,1.0,0.7111111111111111,5.625,3.0736074447631836
0.935,1.0,0.7111111111111111,5.625,2.8953487873077393
0.985,0.9375,1.0,5.625,3.257185459136963
