accuracy,precision,recall,predicted tile,total size
0.695,0.07692307692307693,0.05128205128205128,4.875,1.6686720848083496
0.81,0.53125,0.425,5.0,1.632044792175293
0.815,0.5625,0.43902439024390244,5.125,2.0720534324645996
0.84,0.7272727272727273,0.38095238095238093,5.25,2.08587646484375
0.805,0.5714285714285714,0.37209302325581395,5.375,1.9680185317993164
0.81,0.625,0.3409090909090909,5.5,1.9309630393981934
0.845,0.7692307692307693,0.4444444444444444,5.625,1.9863519668579102
0.93,1.0,0.6956521739130435,5.75,1.7770359516143799
0.86,0.8214285714285714,0.5,5.75,1.7290091514587402
0.665,0.2222222222222222,0.1702127659574468,5.875,1.7960100173950195
0.68,0.2777777777777778,0.20833333333333334,6.0,2.085998773574829
0.825,0.7058823529411765,0.4897959183673469,6.125,2.1860151290893555
0.78,0.5625,0.54,6.25,2.206483840942383
0.795,0.65625,0.4117647058823529,6.375,2.3270177841186523
0.89,0.9411764705882353,0.6153846153846154,6.5,2.279285430908203
0.91,1.0,0.6538461538461539,6.5,2.0520238876342773
0.98,1.0,0.9230769230769231,6.5,2.25601863861084
