accuracy,precision,recall,predicted tile,total size
0.855,0.8125,0.3333333333333333,4.875,2.400333881378174
0.9,1.0,0.5,5.0,2.5561962127685547
0.94,0.9375,0.75,5.0,3.195483446121216
0.84,0.75,0.3,5.0,3.1150472164154053
0.825,0.6666666666666666,0.2926829268292683,5.125,2.840689182281494
0.81,0.5625,0.42857142857142855,5.25,2.957235336303711
0.825,0.7,0.32558139534883723,5.375,2.9120147228240967
0.8,0.6666666666666666,0.18181818181818182,5.5,2.6736514568328857
0.775,0,0.0,5.625,2.664517641067505
0.77,0,0.0,5.75,3.035026788711548
0.765,0,0.0,5.875,3.4589200019836426
0.8,0.6666666666666666,0.3333333333333333,6.0,3.4784669876098633
0.755,0,0.0,6.125,3.8062903881073
0.77,0.6666666666666666,0.16,6.25,4.068996429443359
0.775,0.6666666666666666,0.23529411764705882,6.375,3.45870304107666
0.87,0.8421052631578947,0.6153846153846154,6.5,3.3528835773468018
0.895,1.0,0.6037735849056604,6.625,3.882469654083252
