accuracy,precision,recall,predicted tile,total size
0.875,0.85,0.4358974358974359,4.875,2.317471504211426
0.91,1.0,0.5263157894736842,4.75,2.5240366458892822
0.77,0.2777777777777778,0.13157894736842105,4.75,3.098566770553589
0.745,0.3,0.23076923076923078,4.875,3.008431911468506
0.67,0.175,0.175,5.0,2.7280774116516113
0.775,0.4166666666666667,0.24390243902439024,5.125,2.760442018508911
0.8,0.625,0.11904761904761904,5.25,2.8320178985595703
0.805,1.0,0.09302325581395349,5.375,2.649048328399658
0.83,1.0,0.19047619047619047,5.25,2.6480863094329834
0.875,1.0,0.3902439024390244,5.125,2.993495225906372
0.96,1.0,0.8,5.0,3.374542713165283
0.96,1.0,0.8,5.0,3.3590269088745117
0.96,1.0,0.8,5.0,3.4962167739868164
0.96,1.0,0.8,5.0,3.631470203399658
0.82,1.0,0.1,5.0,3.3734047412872314
0.925,1.0,0.6153846153846154,4.875,3.19659423828125
0.835,0.59375,0.48717948717948717,4.875,3.524273633956909
