accuracy,precision,recall,predicted tile,total size
0.805,0.5,0.3333333333333333,4.875,3.43302321434021
0.79,0.4782608695652174,0.55,5.0,1.3254220485687256
0.955,0.8333333333333334,0.975609756097561,5.125,1.4969465732574463
0.83,0.6111111111111112,0.5238095238095238,5.25,1.4225082397460938
0.975,0.8958333333333334,1.0,5.375,1.392909049987793
0.975,0.8958333333333334,1.0,5.375,1.2195777893066406
0.785,0.5,0.20930232558139536,5.375,1.2145905494689941
0.77,0.4583333333333333,0.25,5.5,1.2330071926116943
0.795,0.5555555555555556,0.4444444444444444,5.625,1.2680082321166992
0.86,0.8214285714285714,0.5,5.75,1.2550127506256104
0.935,0.9722222222222222,0.7446808510638298,5.875,1.2935867309570312
0.885,1.0,0.5106382978723404,5.875,1.52642822265625
0.825,0.75,0.3829787234042553,5.875,1.3190498352050781
0.98,0.9583333333333334,0.9583333333333334,6.0,1.2630090713500977
0.99,0.9791666666666666,0.9791666666666666,6.0,1.5089130401611328
