accuracy,precision,recall,predicted tile,total size
0.935,0.8421052631578947,0.8205128205128205,4.875,1.6171364784240723
0.91,0.8666666666666667,0.65,5.0,1.5730164051055908
0.85,0.6388888888888888,0.575,5.0,1.9740180969238281
0.675,0.0,0.0,5.125,1.9998326301574707
0.82,0.5882352941176471,0.47619047619047616,5.25,1.816812515258789
0.805,0.5666666666666667,0.3953488372093023,5.375,1.8720102310180664
0.85,0.71875,0.5227272727272727,5.5,1.8800294399261475
0.925,0.9411764705882353,0.7111111111111111,5.625,1.7211525440216064
0.935,1.0,0.7111111111111111,5.625,1.6780176162719727
0.935,1.0,0.7111111111111111,5.625,1.7100183963775635
0.935,1.0,0.7111111111111111,5.625,1.9740002155303955
0.935,1.0,0.7111111111111111,5.625,2.073324680328369
0.915,0.8888888888888888,0.7111111111111111,5.625,2.103330135345459
0.925,0.9411764705882353,0.7111111111111111,5.625,2.2294132709503174
0.935,1.0,0.7111111111111111,5.625,2.133025884628296
0.895,0.8,0.7111111111111111,5.625,1.9504437446594238
0.97,0.9761904761904762,0.8913043478260869,5.75,2.106426239013672
