accuracy,precision,recall,predicted tile,total size
0.825,0.5833333333333334,0.358974358974359,4.875,1.3210082054138184
0.94,0.8333333333333334,0.875,5.0,1.5480000972747803
0.825,0.6666666666666666,0.2926829268292683,5.125,1.6660089492797852
0.9,0.7291666666666666,0.8333333333333334,5.25,1.696875810623169
0.855,0.7916666666666666,0.4418604651162791,5.375,1.5840530395507812
0.78,0,0.0,5.5,1.4679994583129883
0.815,0.7222222222222222,0.28888888888888886,5.625,1.377779245376587
0.87,0.9166666666666666,0.4782608695652174,5.75,1.3990178108215332
0.775,0,0.0,5.625,1.388012170791626
0.8,0.6875,0.2391304347826087,5.75,1.391918420791626
0.945,0.8913043478260869,0.8723404255319149,5.875,1.5141327381134033
0.995,0.9791666666666666,1.0,5.875,1.7360048294067383
0.975,0.9375,0.9574468085106383,5.875,1.4996874332427979
0.975,0.9375,0.9574468085106383,5.875,1.4980089664459229
0.995,0.9791666666666666,1.0,5.875,1.6794722080230713
