accuracy,precision,recall,predicted tile,total size
0.885,0.75,0.6153846153846154,4.875,1.2322845458984375
0.93,0.782608695652174,0.9,5.0,1.1449425220489502
0.86,0.782608695652174,0.43902439024390244,5.125,1.407801866531372
0.78,0.46875,0.35714285714285715,5.25,1.6210079193115234
0.795,0.5833333333333334,0.16279069767441862,5.375,1.445263385772705
0.8,0.5714285714285714,0.36363636363636365,5.5,1.414011001586914
0.855,0.7352941176470589,0.5555555555555556,5.625,1.4859445095062256
0.91,1.0,0.6086956521739131,5.75,1.3113563060760498
0.89,1.0,0.5217391304347826,5.75,1.2940893173217773
0.82,0.7083333333333334,0.3695652173913043,5.75,1.2820143699645996
0.885,1.0,0.5106382978723404,5.875,1.534980297088623
0.815,0.6666666666666666,0.425531914893617,5.875,1.5860259532928467
0.9,1.0,0.5833333333333334,6.0,1.5340380668640137
0.92,1.0,0.6666666666666666,6.0,1.664517879486084
0.92,1.0,0.6666666666666666,6.0,1.6644725799560547
0.92,1.0,0.6666666666666666,6.0,1.501000165939331
0.87,0.8928571428571429,0.5208333333333334,6.0,1.607719898223877
