accuracy,precision,recall,predicted tile,total size
0.925,0.8157894736842105,0.7948717948717948,4.875,1.5170376300811768
0.84,0.6,0.6,5.0,1.741966962814331
0.755,0.3181818181818182,0.17073170731707318,5.125,1.8490180969238281
0.765,0.4,0.23809523809523808,5.25,1.796008825302124
0.775,0.4583333333333333,0.2558139534883721,5.375,1.7355458736419678
0.82,0.6538461538461539,0.38636363636363635,5.5,1.607022762298584
0.825,0.65625,0.4666666666666667,5.625,1.5504274368286133
0.84,1.0,0.30434782608695654,5.75,1.5750174522399902
0.895,0.7727272727272727,0.7555555555555555,5.625,1.5959999561309814
0.74,0.425,0.3695652173913043,5.75,1.5804328918457031
0.875,0.8928571428571429,0.5319148936170213,5.875,1.729867935180664
0.855,0.78125,0.5319148936170213,5.875,1.965003252029419
0.93,1.0,0.7083333333333334,6.0,1.6370091438293457
0.91,0.9411764705882353,0.6666666666666666,6.0,1.6886982917785645
0.86,1.0,0.4166666666666667,6.0,1.8942899703979492
