accuracy,precision,recall,predicted tile,total size
0.815,0.5714285714285714,0.20512820512820512,4.875,1.6777596473693848
0.85,0.6388888888888888,0.575,5.0,1.924248456954956
0.835,0.6333333333333333,0.4634146341463415,5.125,2.0580360889434814
0.96,0.8541666666666666,0.9761904761904762,5.25,1.977051019668579
0.88,0.8461538461538461,0.5238095238095238,5.25,1.8678526878356934
0.885,0.9545454545454546,0.4883720930232558,5.375,1.769503116607666
0.88,0.7368421052631579,0.6666666666666666,5.25,1.7059237957000732
0.865,1.0,0.37209302325581395,5.375,1.7020092010498047
0.86,0.7333333333333333,0.5238095238095238,5.25,1.7191193103790283
0.905,0.7857142857142857,0.7674418604651163,5.375,1.7659997940063477
0.94,0.8333333333333334,0.9090909090909091,5.5,1.973337173461914
0.865,0.8,0.5333333333333333,5.625,2.0768911838531494
0.72,0.0,0.0,5.75,1.7736411094665527
0.755,0.47058823529411764,0.3404255319148936,5.875,1.8790183067321777
0.82,0.7142857142857143,0.4166666666666667,6.0,2.204240083694458
