accuracy,precision,recall,predicted tile,total size
0.755,0.3611111111111111,0.3333333333333333,4.875,2.3656721115112305
0.78,0.43333333333333335,0.325,5.0,2.7564010620117188
0.785,0.4666666666666667,0.34146341463414637,5.125,2.8242909908294678
0.79,0.5,0.21428571428571427,5.25,2.7359609603881836
0.72,0.25925925925925924,0.16279069767441862,5.375,2.5770070552825928
0.665,0.0,0.0,5.5,2.3958115577697754
0.725,0.14285714285714285,0.044444444444444446,5.625,2.3930230140686035
0.58,0.10416666666666667,0.10869565217391304,5.75,2.372028350830078
0.755,0.25,0.02127659574468085,5.875,2.3880059719085693
0.81,0.7083333333333334,0.3541666666666667,6.0,2.393184185028076
0.865,0.9583333333333334,0.46938775510204084,6.125,2.7270290851593018
0.88,0.7857142857142857,0.6875,6.0,2.884085178375244
0.785,0.6363636363636364,0.2857142857142857,6.125,2.4120194911956787
0.8,0.7083333333333334,0.34,6.25,2.536803722381592
0.685,0.25,0.11764705882352941,6.375,2.976118326187134
