accuracy,precision,recall,predicted tile,total size
0.845,0.75,0.3076923076923077,4.875,2.3512537479400635
0.8,0,0.0,5.0,2.5855295658111572
0.795,0,0.0,5.125,3.150009870529175
0.79,0,0.0,5.25,3.089789390563965
0.815,0.6875,0.2558139534883721,5.375,2.7961833477020264
0.83,0.65625,0.4772727272727273,5.5,2.8415627479553223
0.805,0.625,0.3333333333333333,5.625,2.848731279373169
0.77,0,0.0,5.75,2.6734561920166016
0.765,0,0.0,5.875,2.649405002593994
0.76,0,0.0,6.0,3.0335404872894287
0.755,0,0.0,6.125,3.4609999656677246
0.75,0,0.0,6.25,3.445017099380493
0.865,1.0,0.47058823529411764,6.375,3.6064255237579346
0.85,0.8571428571428571,0.48,6.25,3.852919578552246
0.685,0.23076923076923078,0.12244897959183673,6.125,3.390481948852539
0.59,0.0,0.0,6.25,3.2570278644561768
0.555,0.047619047619047616,0.0392156862745098,6.375,3.6263227462768555
