accuracy,precision,recall,predicted tile,total size
0.75,0.13333333333333333,0.05128205128205128,4.875,4.059021472930908
0.75,0.2727272727272727,0.15,5.0,1.0517659187316895
0.805,0.5454545454545454,0.2926829268292683,5.125,1.2630078792572021
0.68,0.13333333333333333,0.09523809523809523,5.25,1.3767051696777344
0.915,0.8095238095238095,0.7906976744186046,5.375,1.197350263595581
0.79,0.53125,0.38636363636363635,5.5,1.2559995651245117
0.835,0.7142857142857143,0.4444444444444444,5.625,1.3086738586425781
0.91,1.0,0.6086956521739131,5.75,1.173032522201538
0.93,1.0,0.6956521739130435,5.75,1.1297013759613037
0.93,1.0,0.6956521739130435,5.75,1.1808695793151855
0.93,1.0,0.6956521739130435,5.75,1.3757479190826416
0.93,1.0,0.6956521739130435,5.75,1.4095208644866943
0.93,1.0,0.6956521739130435,5.75,1.3962664604187012
0.93,1.0,0.6956521739130435,5.75,1.4830074310302734
0.93,1.0,0.6956521739130435,5.75,1.5467545986175537
0.93,1.0,0.6956521739130435,5.75,1.341285228729248
0.82,0.6785714285714286,0.41304347826086957,5.75,1.4368045330047607
