accuracy,precision,recall,predicted tile,total size
0.905,1.0,0.5128205128205128,4.875,1.2720727920532227
0.885,0.75,0.6153846153846154,4.875,1.1979949474334717
0.96,0.8333333333333334,1.0,5.0,1.4440076351165771
0.875,0.6904761904761905,0.7073170731707317,5.125,1.5951869487762451
0.79,0.5,0.38095238095238093,5.25,1.4501986503601074
0.745,0.3888888888888889,0.32558139534883723,5.375,1.440004587173462
0.82,0.6428571428571429,0.4090909090909091,5.5,1.5289626121520996
0.855,1.0,0.35555555555555557,5.625,1.3510003089904785
0.92,1.0,0.6363636363636364,5.5,1.3020005226135254
0.94,1.0,0.7272727272727273,5.5,1.317176342010498
0.88,1.0,0.45454545454545453,5.5,1.5820090770721436
0.945,1.0,0.7441860465116279,5.375,1.599653959274292
0.945,1.0,0.7441860465116279,5.375,1.5690290927886963
0.945,1.0,0.7441860465116279,5.375,1.6712067127227783
0.955,1.0,0.7906976744186046,5.375,1.692986249923706
0.945,0.9210526315789473,0.813953488372093,5.375,1.5369160175323486
0.875,0.725,0.6744186046511628,5.375,1.658017635345459
