accuracy,precision,recall,predicted tile,total size
0.815,0.5833333333333334,0.1794871794871795,4.875,1.322000503540039
0.81,0.55,0.275,5.0,1.3009583950042725
0.875,0.7352941176470589,0.6097560975609756,5.125,1.5530035495758057
0.705,0.0,0.0,5.25,1.722102165222168
0.775,0.45454545454545453,0.23255813953488372,5.375,1.5432448387145996
0.67,0.13333333333333333,0.09090909090909091,5.5,1.5312085151672363
0.785,0.5333333333333333,0.35555555555555557,5.625,1.6089601516723633
0.88,0.84375,0.5869565217391305,5.75,1.382035732269287
0.845,0.9,0.3829787234042553,5.875,1.3739993572235107
0.95,1.0,0.782608695652174,5.75,1.38100004196167
0.93,1.0,0.6956521739130435,5.75,1.640028715133667
0.93,1.0,0.6956521739130435,5.75,1.6929190158843994
0.93,1.0,0.6956521739130435,5.75,1.6740179061889648
0.93,1.0,0.6956521739130435,5.75,1.7909178733825684
0.94,1.0,0.7391304347826086,5.75,1.787003517150879
0.93,1.0,0.6956521739130435,5.75,1.6497013568878174
0.99,0.9583333333333334,1.0,5.75,1.7270421981811523
