accuracy,precision,recall,predicted tile,total size
0.835,0.75,0.23076923076923078,4.875,2.5140678882598877
0.92,1.0,0.6,5.0,2.9050405025482178
0.95,1.0,0.75,5.0,2.981605291366577
0.94,1.0,0.7,5.0,2.929023027420044
0.8,0,0.0,5.0,2.7170093059539795
0.795,0,0.0,5.125,2.480029344558716
0.74,0.08333333333333333,0.023809523809523808,5.25,2.4573943614959717
0.825,0.6,0.5581395348837209,5.375,2.519907236099243
0.9,0.75,0.8181818181818182,5.5,2.4638867378234863
0.825,0.7777777777777778,0.3111111111111111,5.625,2.5379247665405273
0.94,0.9722222222222222,0.7608695652173914,5.75,2.8710079193115234
0.94,0.9722222222222222,0.7608695652173914,5.75,3.0553078651428223
0.93,0.9210526315789473,0.7608695652173914,5.75,2.5258004665374756
0.96,0.9318181818181818,0.8913043478260869,5.75,2.6549272537231445
0.92,0.9411764705882353,0.6956521739130435,5.75,3.084287405014038
