accuracy,precision,recall,predicted tile,total size
0.765,0.2777777777777778,0.1282051282051282,4.875,1.556910753250122
0.79,0.4666666666666667,0.35,5.0,1.5487899780273438
0.935,0.8333333333333334,0.8536585365853658,5.125,1.906008005142212
0.96,0.9047619047619048,0.9047619047619048,5.25,1.9149994850158691
0.78,0.47368421052631576,0.42857142857142855,5.25,1.7860186100006104
0.805,0.5555555555555556,0.46511627906976744,5.375,1.8020126819610596
0.84,0.7307692307692307,0.4318181818181818,5.5,1.835730791091919
0.875,0.7272727272727273,0.7111111111111111,5.625,1.662423849105835
0.85,0.6666666666666666,0.6956521739130435,5.75,1.6250083446502686
0.925,1.0,0.6808510638297872,5.875,1.670008659362793
0.855,0.6956521739130435,0.6808510638297872,5.875,1.892007827758789
0.86,0.7083333333333334,0.7083333333333334,6.0,1.9840099811553955
0.835,0.6666666666666666,0.6530612244897959,6.125,1.977637529373169
0.8,0.6666666666666666,0.4,6.25,2.160005569458008
0.835,0.8,0.47058823529411764,6.375,2.096397876739502
0.9,0.9444444444444444,0.6538461538461539,6.5,1.8940000534057617
0.98,1.0,0.9230769230769231,6.5,2.044084072113037
