accuracy,precision,recall,predicted tile,total size
0.785,0.16666666666666666,0.02564102564102564,4.875,1.8360085487365723
0.78,0.0,0.0,5.0,1.9670195579528809
0.73,0.11764705882352941,0.04878048780487805,5.125,2.4138760566711426
0.66,0.175,0.16666666666666666,5.25,2.418731689453125
0.875,0.875,0.4883720930232558,5.375,2.1870486736297607
0.92,0.90625,0.6904761904761905,5.25,2.193767786026001
0.8,0.5416666666666666,0.30952380952380953,5.25,2.1710095405578613
0.735,0.0,0.0,5.375,2.0485808849334717
0.705,0.2,0.11363636363636363,5.5,2.055572032928467
0.745,0.40625,0.28888888888888886,5.625,2.207007646560669
0.87,0.8333333333333334,0.5434782608695652,5.75,2.442739725112915
0.785,1.0,0.0851063829787234,5.875,2.4999196529388428
0.93,1.0,0.6956521739130435,5.75,2.5890495777130127
0.93,1.0,0.6956521739130435,5.75,2.6894171237945557
0.93,1.0,0.6956521739130435,5.75,2.582026958465576
0.93,1.0,0.6956521739130435,5.75,2.4320077896118164
0.93,1.0,0.6956521739130435,5.75,2.6882662773132324
