accuracy,precision,recall,predicted tile,total size
0.775,0.36363636363636365,0.20512820512820512,4.875,1.7290668487548828
0.84,0.6111111111111112,0.55,5.0,1.7579982280731201
0.895,0.8125,0.6341463414634146,5.125,2.2758212089538574
0.89,1.0,0.47619047619047616,5.25,2.2119908332824707
0.825,0.6071428571428571,0.4146341463414634,5.125,2.008023977279663
0.81,0.5909090909090909,0.30952380952380953,5.25,2.0130012035369873
0.795,0.75,0.06976744186046512,5.375,2.045017719268799
0.94,1.0,0.7272727272727273,5.5,1.8580262660980225
0.94,1.0,0.7272727272727273,5.5,1.791062355041504
0.94,1.0,0.7272727272727273,5.5,1.9230005741119385
0.94,1.0,0.7272727272727273,5.5,2.236419200897217
0.94,1.0,0.7272727272727273,5.5,2.2649548053741455
0.94,1.0,0.7272727272727273,5.5,2.4015443325042725
0.94,1.0,0.7272727272727273,5.5,2.487995147705078
0.94,1.0,0.7272727272727273,5.5,2.458775043487549
0.95,1.0,0.7727272727272727,5.5,2.2222232818603516
0.79,0.5384615384615384,0.3181818181818182,5.5,2.4210150241851807
