accuracy,precision,recall,predicted tile,total size
0.81,0.5161290322580645,0.41025641025641024,4.875,2.829887628555298
0.85,0.631578947368421,0.6,5.0,3.2923409938812256
0.955,1.0,0.7804878048780488,5.125,3.5000100135803223
0.835,0.6666666666666666,0.3902439024390244,5.125,3.34035062789917
0.75,0.2777777777777778,0.11904761904761904,5.25,2.9880082607269287
0.795,0.75,0.06976744186046512,5.375,2.8000094890594482
0.85,0.71875,0.5227272727272727,5.5,2.6720218658447266
0.775,0.5,0.4,5.625,2.8369996547698975
0.84,0.6944444444444444,0.5434782608695652,5.75,2.828023910522461
0.845,0.7857142857142857,0.46808510638297873,5.875,2.906860113143921
0.775,0.5789473684210527,0.22916666666666666,6.0,3.4067165851593018
0.725,0.38461538461538464,0.20408163265306123,6.125,3.4900095462799072
0.72,0.375,0.18,6.25,2.914019823074341
0.665,0.0,0.0,6.375,3.122008800506592
0.66,0.0,0.0,6.5,3.5685038566589355
