accuracy,precision,recall,predicted tile,total size
0.795,0.47058823529411764,0.41025641025641024,4.875,3.103055715560913
0.8,0.5,0.25,5.0,3.5831820964813232
0.715,0.21428571428571427,0.14634146341463414,5.125,3.8137452602386475
0.84,0.8571428571428571,0.2857142857142857,5.25,3.5490164756774902
0.795,0,0.0,5.125,3.226017713546753
0.79,0,0.0,5.25,2.9325077533721924
0.835,0.75,0.3488372093023256,5.375,2.9081408977508545
0.86,1.0,0.36363636363636365,5.5,3.0650768280029297
0.935,0.96875,0.7209302325581395,5.375,3.071016788482666
0.805,0.5714285714285714,0.37209302325581395,5.375,3.127631902694702
0.88,1.0,0.45454545454545453,5.5,3.694319009780884
0.865,1.0,0.37209302325581395,5.375,3.7918384075164795
0.89,1.0,0.47619047619047616,5.25,3.1230366230010986
0.925,0.9333333333333333,0.6829268292682927,5.125,3.3829429149627686
