VideoName,UserIndex,epochCNN
1-1-Conan Gore Fly,1,200
running time,epochs,FirstLoss,FinalLoss
0.876,0.22321428571428573,0.4032258064516129,1.55,3.5130910873413086
0.906,0.6696428571428571,0.5681818181818182,3.3,3.7377302646636963
0.793,0.6517857142857143,0.3029045643153527,6.025,4.02299165725708
0.888,0.8173076923076923,0.47752808988764045,4.45,4.195999622344971
0.888,0.75,0.45,4.0,3.984029769897461
0.888,0.75,0.45,4.0,3.9003336429595947
0.888,0.75,0.45,4.0,4.125898122787476
0.886,0.7708333333333334,0.4457831325301205,4.15,3.8289809226989746
0.893,0.6818181818181818,0.5102040816326531,3.675,3.990676164627075
0.586,0.9642857142857143,0.2084942084942085,12.95,3.7549986839294434
0.897,0.9,0.4311377245508982,4.175,3.9384727478027344
0.932,0.875,0.6,3.5,4.031538486480713
0.924,0.6875,0.5892857142857143,2.8,4.091033220291138
0.936,1.0,0.6,4.0,4.033270597457886
0.934,0.9375,0.6,3.75,3.758650541305542
0.94,1.0,0.625,4.0,3.9323036670684814
0.936,1.0,0.6,4.0,3.9739999771118164
0.93,0.8125,0.6,3.25,3.8975162506103516
0.905,0.03125,0.6,0.125,3.9945240020751953
0.936,1.0,0.6,4.0,4.011376142501831
0.94,1.0,0.625,4.0,3.9563710689544678
0.968,1.0,0.8,4.0,4.1161112785339355
0.968,1.0,0.8,4.0,4.01575493812561
0.968,1.0,0.8,4.0,4.052080154418945
0.968,1.0,0.8,4.0,4.01183557510376
0.968,1.0,0.8,4.0,4.069515228271484
0.938,1.0,0.6736842105263158,4.75,4.101545095443726
0.599,1.0,0.24196597353497165,13.225,3.7929999828338623
0.902,0.3125,0.8,1.25,3.9650020599365234
0.968,1.0,0.8,4.0,3.8059990406036377
0.968,1.0,0.8,4.0,3.898491382598877
0.137,1.0,0.12916246215943492,24.775,3.861321449279785
0.968,1.0,0.8,4.0,3.9002225399017334
0.967,1.0,0.7950310559006211,4.025,3.8773162364959717
0.968,1.0,0.8,4.0,3.9563162326812744
0.968,1.0,0.8,4.0,3.8569893836975098
0.133,1.0,0.12864321608040202,24.875,3.9423675537109375
0.968,1.0,0.8,4.0,3.8831355571746826
0.968,1.0,0.8,4.0,3.886998414993286
0.947,0.78125,0.8,3.125,3.737537384033203
0.963,1.0,0.7757575757575758,4.125,3.999521493911743
0.924,1.0,0.6274509803921569,5.1,3.679687738418579
0.914,1.0,0.5981308411214953,5.35,3.534052848815918
0.968,1.0,0.8,4.0,3.907590389251709
0.874,1.0,0.5039370078740157,6.35,3.7745141983032227
0.92,1.0,0.6153846153846154,5.2,3.823000431060791
0.888,1.0,0.5333333333333333,6.0,3.758871555328369
0.968,1.0,0.8,4.0,3.98915696144104
0.968,1.0,0.8,4.0,3.867997884750366
0.888,1.0,0.5333333333333333,6.0,3.686187267303467
0.963,0.9375,0.8053691275167785,3.725,3.929112672805786
0.968,1.0,0.8,4.0,3.933864116668701
0.968,1.0,0.8,4.0,3.878514051437378
0.895,1.0,0.5493562231759657,5.825,3.847390651702881
0.948,1.0,0.7111111111111111,4.5,3.790006160736084
0.968,1.0,0.8,4.0,3.742720127105713
0.941,0.71875,0.8,2.875,3.7515311241149902
0.968,1.0,0.8,4.0,3.75136137008667
0.865,1.0,0.4866920152091255,6.575,3.738450765609741
0.878,0.0625,0.8,0.25,3.72128963470459
0.968,1.0,0.8,4.0,3.7139666080474854
0.962,1.0,0.7710843373493976,4.15,3.7027981281280518
0.968,1.0,0.8,4.0,3.665024757385254
0.968,1.0,0.8,4.0,3.343174934387207
0.841,1.0,0.445993031358885,7.175,3.345853090286255
0.887,0.15625,0.8,0.625,3.667809009552002
0.905,0.34375,0.8,1.375,4.168760776519775
0.877,0.0625,0.7272727272727273,0.275,3.7619516849517822
0.968,1.0,0.8,4.0,3.685030460357666
0.842,1.0,0.44755244755244755,7.15,4.0088276863098145
0.966,0.9846153846153847,0.8,4.0,4.067007780075073
0.949,0.8611111111111112,0.8,3.875,3.843785047531128
0.912,0.5138888888888888,0.8043478260869565,2.3,3.8184707164764404
0.952,0.8888888888888888,0.8,4.0,3.3509106636047363
0.867,1.0,0.5232974910394266,6.975,3.367892026901245
0.851,0.1,0.7619047619047619,0.525,3.346216917037964
0.915,0.625,0.8,3.125,3.3043577671051025
0.948,0.8648648648648649,0.8,4.0,3.6757283210754395
0.949,0.8611111111111112,0.8,3.875,3.7837717533111572
0.952,0.8888888888888888,0.8,4.0,3.913726329803467
0.939,0.9236111111111112,0.726775956284153,4.575,3.6041958332061768
0.952,0.8888888888888888,0.8,4.0,3.7611193656921387
0.952,0.8888888888888888,0.8,4.0,3.899946928024292
0.915,0.5486111111111112,0.797979797979798,2.475,3.8995466232299805
